0|233.76|256.41|317.07|269.01|403.71|287.40|276.44|2043.80|2949.49
1|144.01|179.33|223.12|194.07|339.83|161.82|185.18|1427.36|1925.43
2|160.83|140.99|235.40|207.51|318.06|164.27|202.34|1429.39|2066.72
3|313.12|291.33|331.66|339.30|443.43|306.35|378.77|2403.95|3251.91
4|242.27|213.37|233.81|294.41|377.79|255.11|309.00|1925.76|2607.32
5|248.05|255.59|255.01|294.53|413.00|281.80|306.32|2054.31|2855.88
6|207.31|221.12|213.16|219.35|372.65|231.72|297.93|1763.25|2642.02
7|200.00|178.35|194.00|208.52|340.42|226.33|235.41|1583.02|3091.61
8|175.49|160.97|193.85|189.27|351.97|215.65|181.51|1468.71|2491.15
9|237.19|237.43|204.69|244.15|424.21|234.40|251.86|1833.93|2805.77
10|223.38|160.68|130.80|210.06|326.07|198.00|209.20|1458.20|2267.73
11|238.13|180.52|134.19|181.36|351.33|182.72|209.21|1477.45|1887.95
12|364.61|271.33|255.47|311.56|471.08|343.50|331.09|2348.64|2814.12
13|212.83|194.78|151.95|189.44|363.89|250.72|220.25|1583.85|2017.75
14|272.22|263.84|204.18|259.59|367.92|321.09|251.55|1940.38|2127.80
15|261.85|317.44|245.19|266.47|320.76|309.47|254.33|1975.51|2361.88
16|351.41|392.09|276.56|350.57|394.56|354.14|325.21|2444.55|2873.33
17|322.68|431.74|268.60|307.47|387.19|384.56|309.14|2411.37|2660.57
18|488.52|849.13|473.75|472.32|560.51|881.61|510.37|4236.22|3836.50
19|297.38|663.85|302.08|279.29|339.94|473.09|338.77|2694.39|2503.28
20|173.87|495.23|260.38|204.50|214.59|267.49|250.90|1866.96|1721.19
21|182.99|401.88|284.88|223.24|203.02|158.73|229.13|1683.87|1739.00
22|199.77|322.24|258.96|244.76|278.26|207.24|234.05|1745.28|2214.80
23|198.49|290.15|272.55|228.40|277.12|213.40|249.00|1729.10|2542.93
24|219.82|333.60|315.04|234.93|292.38|270.63|274.61|1941.01|2966.99
25|248.01|315.32|372.66|288.90|308.68|285.39|318.59|2137.54|2499.87
26|388.12|349.37|440.45|398.77|433.46|397.00|466.81|2873.99|3479.95
27|227.70|163.53|211.79|195.27|239.98|221.66|240.27|1500.19|2276.27
28|215.65|190.28|225.08|205.41|260.31|237.50|230.66|1564.89|2159.89
29|257.45|240.41|217.10|231.21|284.84|295.59|302.15|1828.76|2405.53
30|295.89|266.74|297.20|265.25|314.55|308.70|323.47|2071.80|2893.80
31|237.51|197.53|210.88|217.28|278.96|253.50|261.09|1656.74|2572.71
32|303.19|235.19|265.93|267.97|339.19|295.85|258.88|1966.21|2772.24
33|5435.36|4239.50|4252.82|5152.93|5175.40|5139.45|5086.84|34482.30|36092.46
34|492.04|302.08|291.06|389.63|532.11|349.30|309.95|2666.16|3047.58
35|681.11|311.25|295.97|377.48|531.53|373.89|346.06|2917.28|2889.77
36|1935.27|1141.38|1127.14|1492.29|1523.91|1422.85|1418.98|10061.81|10708.75
37|657.55|376.69|307.71|405.09|514.65|387.36|383.21|3032.26|3139.85
38|721.37|483.57|374.59|453.59|574.57|517.13|418.74|3543.56|3628.78
39|747.77|525.58|387.02|491.85|527.21|458.29|429.42|3567.13|3742.90
40|703.91|536.16|332.50|455.71|475.83|404.23|370.76|3279.11|3420.55
41|531.60|536.61|322.92|373.32|398.62|342.02|310.67|2815.77|2936.22
42|5638.80|4799.71|4416.86|5243.94|5220.50|5508.32|5337.36|36165.49|35941.46
43|599.90|833.56|495.90|485.44|521.09|487.50|525.82|3949.22|3659.42
44|321.18|733.72|408.55|379.66|363.39|351.98|397.89|2956.37|2758.94
45|356.49|605.21|445.31|430.40|389.96|384.59|391.07|3003.03|2910.69
46|308.25|432.47|407.50|370.65|365.49|338.97|372.84|2596.17|3024.76
47|1799.08|1440.72|1436.17|1803.49|1717.62|1741.93|1738.18|11677.20|12217.05
48|271.20|363.06|378.92|318.39|296.13|346.65|326.60|2300.96|3276.46
49|183.00|209.35|283.74|210.66|189.64|265.49|206.18|1548.06|2035.35
50|202.85|163.47|325.37|200.90|199.40|305.11|250.16|1647.26|2167.38
51|359.00|302.85|497.81|325.40|349.93|472.00|425.45|2732.44|3316.60
52|234.58|238.50|315.88|241.45|253.10|371.85|292.01|1947.37|2457.25
53|163.55|157.14|232.25|187.57|203.94|300.49|250.56|1495.49|1960.28
54|232.68|225.75|304.82|221.86|270.32|363.59|288.53|1907.54|2429.80
55|231.93|239.97|295.13|226.48|279.05|375.58|255.70|1903.83|2312.77
56|264.37|242.60|271.31|283.16|288.45|389.25|284.76|2023.91|2360.82
57|312.10|299.48|314.57|338.09|322.88|399.12|319.78|2306.02|2823.99
58|313.33|262.02|261.08|309.84|289.28|365.97|314.92|2116.45|2583.87
59|463.19|227.05|219.20|282.10|245.97|347.55|270.13|2055.20|2311.42
60|548.15|239.42|211.98|298.35|246.50|367.07|272.00|2183.48|3845.88
61|604.32|327.90|282.22|342.81|274.19|435.91|323.31|2590.65|2954.70
62|544.37|355.30|258.23|375.05|273.68|471.94|267.56|2546.14|2523.07
63|433.88|302.25|158.36|266.35|179.11|318.42|434.83|2093.19|2015.15
64|495.75|401.20|236.81|333.44|249.59|354.54|508.97|2580.30|2479.02
65|392.88|465.79|188.09|246.73|196.67|298.46|443.52|2232.15|2040.96
66|424.13|650.16|443.90|213.67|185.83|529.25|467.98|2914.92|1988.39
67|316.13|582.56|250.00|223.16|219.51|305.07|496.10|2392.53|1880.62
68|403.91|798.72|441.09|442.56|399.53|492.63|696.09|3674.53|3077.89
69|225.34|494.10|304.80|276.71|236.77|296.25|560.00|2393.98|2026.23
70|188.91|362.79|253.89|266.88|214.70|282.38|521.46|2091.01|2115.19
71|452.67|514.29|515.69|505.07|481.87|599.83|821.34|3890.77|3906.94
72|174.33|256.69|291.47|214.10|212.96|309.97|599.01|2058.52|2032.81
73|195.51|225.89|302.63|204.64|216.58|248.28|669.09|2062.62|1995.35
74|279.79|250.56|332.73|308.39|274.28|308.88|800.81|2555.45|2518.82
75|227.89|214.21|306.32|226.60|255.28|364.95|786.80|2382.05|2719.16
76|263.74|267.01|317.10|290.04|324.14|367.24|954.48|2783.74|2791.32
77|217.78|236.91|263.07|262.04|297.01|289.24|857.32|2423.38|2429.67
78|221.47|253.60|260.15|245.81|288.72|254.96|863.89|2388.60|2383.01
79|159.74|198.77|244.14|199.86|277.44|207.14|689.36|1976.44|1920.97
80|208.92|219.62|270.55|216.09|247.72|248.41|599.85|2011.18|2197.92
81|276.73|257.96|259.22|279.22|284.50|247.10|607.77|2212.49|2788.48
82|312.90|229.54|272.48|308.67|309.14|280.88|598.12|2311.74|3051.94
83|460.55|170.16|198.48|225.91|207.53|223.75|549.69|2036.07|2620.05
84|583.26|215.56|247.18|280.11|255.40|292.85|615.21|2489.57|2857.51
85|512.72|237.49|199.34|279.41|193.60|284.61|525.18|2232.36|2353.04
86|483.54|263.36|199.80|238.29|250.61|290.97|475.12|2201.70|2527.74
87|546.39|370.79|288.87|317.05|290.17|327.81|570.08|2711.16|2914.46
88|489.61|353.03|245.96|264.31|226.03|262.98|503.24|2345.15|2677.95
89|546.35|480.24|344.47|355.06|300.61|385.61|623.12|3035.46|3085.70
90|459.74|573.98|433.06|191.49|190.02|456.93|508.73|2813.95|2315.13
91|491.09|646.40|312.46|261.14|261.90|337.43|650.23|2960.64|2559.84
