0|134.89|233.24|332.28|267.10|612.21|347.38|232.81|2159.91|3653.42
1|121.88|250.37|347.63|265.53|608.90|257.48|191.22|2043.00|2731.76
2|174.22|163.34|390.66|286.80|517.43|229.06|278.56|2040.08|2920.25
3|447.96|191.47|294.38|249.78|498.69|215.63|353.43|2251.33|3488.69
4|431.20|170.29|212.40|298.85|498.87|236.72|372.65|2220.97|3171.88
5|153.65|220.40|203.94|258.83|538.21|252.29|313.55|1940.86|3316.89
6|180.13|249.52|258.15|219.79|579.25|231.61|366.73|2085.17|3386.46
7|235.74|200.05|296.99|258.75|548.31|249.82|269.83|2059.50|4474.11
8|256.73|241.83|313.11|302.79|681.21|318.35|234.38|2348.41|5035.68
9|245.44|265.42|209.13|309.73|699.20|292.77|255.03|2276.71|4395.35
10|407.91|224.88|189.33|354.56|661.86|305.77|297.12|2441.42|3932.57
11|422.05|270.88|173.90|290.91|708.63|284.27|308.88|2459.53|2903.25
12|368.88|229.20|199.26|308.08|589.25|385.00|343.37|2423.03|3658.60
13|276.26|306.35|191.87|266.76|593.53|424.05|323.10|2381.92|3273.69
14|558.29|361.93|215.89|327.92|521.35|492.37|291.10|2768.84|3069.45
15|524.69|442.11|284.41|333.02|406.05|412.62|261.14|2664.04|3048.55
16|535.75|434.87|181.72|332.71|383.25|322.61|241.46|2432.37|3063.38
17|503.19|543.77|202.12|250.59|397.68|410.41|240.10|2547.87|2839.18
18|471.38|1046.58|288.51|213.84|373.44|699.73|277.63|3371.11|2709.89
19|501.34|1063.45|383.39|250.99|368.39|562.21|362.43|3492.19|3052.70
20|449.73|880.53|378.99|247.61|281.91|467.33|339.68|3045.79|2333.69
21|455.09|695.58|430.64|333.36|260.71|254.45|346.98|2776.81|2523.11
22|138.17|462.01|298.77|324.03|317.81|269.15|282.20|2092.12|2974.83
23|116.12|374.73|301.16|248.05|303.61|272.93|293.32|1909.91|2911.84
24|110.40|401.04|366.51|229.21|256.52|354.38|310.11|2028.17|3497.14
25|105.70|323.96|410.35|251.72|238.72|313.02|314.78|1958.25|2645.41
26|195.23|198.21|372.87|210.10|260.09|343.58|356.38|1936.45|2745.10
27|295.26|188.84|341.04|212.94|263.48|401.27|331.85|2034.67|3116.25
28|256.21|208.00|318.40|196.50|283.67|401.96|403.66|2068.39|2710.03
29|303.37|286.72|236.61|198.41|273.14|468.28|384.84|2151.36|2875.85
30|282.57|246.19|297.57|167.58|239.32|315.27|349.82|1898.31|3087.55
31|250.48|208.24|239.43|188.50|297.73|363.36|346.71|1894.45|3380.51
32|302.73|213.43|275.75|204.82|366.79|403.77|250.35|2017.65|3459.86
33|422.32|211.67|253.51|305.42|497.95|372.88|216.39|2280.14|5005.09
34|588.08|225.34|282.10|349.90|618.41|380.51|218.68|2663.01|2877.63
35|876.70|217.69|229.52|336.22|640.90|401.28|282.65|2984.96|2465.56
36|1248.72|200.20|214.05|355.46|546.98|358.25|330.43|3254.08|3894.37
37|680.64|313.17|196.45|381.96|580.31|379.02|337.72|2869.28|3402.45
38|710.78|386.92|197.56|324.54|558.90|414.62|270.92|2864.24|3385.75
39|696.79|439.35|219.02|372.93|407.10|342.23|237.96|2715.38|2942.97
40|706.83|552.51|217.87|406.21|400.46|349.75|215.20|2848.83|2929.94
41|583.47|668.02|328.85|352.56|377.33|321.96|255.55|2887.75|3034.48
42|543.77|1077.45|355.88|253.62|340.01|321.31|351.04|3243.09|3014.27
43|493.79|1033.46|361.25|285.41|318.62|299.33|342.36|3134.21|2726.49
44|220.95|1074.83|366.99|302.39|258.64|294.56|366.03|2884.39|2425.46
45|239.04|736.70|430.74|359.21|247.34|343.23|322.02|2678.30|2531.04
46|252.63|464.42|401.81|309.22|280.92|356.17|352.43|2417.61|3442.05
47|237.06|381.88|404.92|303.43|238.81|336.20|308.50|2210.79|2936.26
48|233.81|407.31|414.60|287.18|233.32|402.65|330.62|2309.47|4679.10
49|246.40|313.45|477.30|293.80|245.26|326.79|306.28|2209.28|3158.86
50|259.53|210.69|548.19|222.42|237.50|369.81|377.64|2225.78|3235.79
51|245.67|189.85|482.08|174.67|218.22|405.81|427.49|2143.78|3484.81
52|182.89|250.25|358.29|197.50|211.92|371.84|347.37|1920.06|3067.19
53|182.81|223.02|390.38|226.86|296.70|382.55|435.20|2137.52|2755.64
54|190.45|207.39|431.33|184.57|318.87|416.67|344.16|2093.44|2772.93
55|207.36|244.42|417.15|171.98|314.79|459.51|269.34|2084.54|2714.41
56|239.77|226.04|357.78|277.35|316.51|412.53|271.71|2101.69|2823.78
57|211.73|240.75|317.87|273.61|254.82|298.88|234.01|1831.68|3042.49
58|338.59|255.16|297.84|293.46|282.41|357.74|331.72|2156.93|2960.59
59|697.02|243.69|269.89|343.57|280.65|371.44|295.20|2501.47|2956.41
60|773.30|271.00|220.95|400.38|287.58|393.25|308.88|2655.35|4324.10
61|826.07|364.50|249.75|393.02|218.28|448.58|327.16|2827.35|3448.19
62|896.20|445.64|263.98|482.05|241.12|526.30|221.72|3077.00|2991.53
63|815.85|494.81|206.88|403.96|215.96|385.61|651.59|3174.67|2697.03
64|719.73|533.59|215.33|373.99|209.00|370.03|673.68|3095.35|2868.91
65|731.50|754.27|222.26|312.41|216.83|341.69|674.58|3253.53|2758.61
66|734.30|1156.94|771.69|221.72|209.39|512.47|707.34|4313.84|2540.04
67|424.72|1047.44|405.51|248.31|293.01|284.30|749.63|3452.92|2639.60
68|249.70|1121.59|390.84|306.87|284.45|308.01|725.15|3386.61|2443.40
69|236.62|793.08|411.08|311.86|240.99|340.62|752.56|3086.81|2692.33
70|207.64|659.21|401.53|329.11|252.95|362.52|710.32|2923.28|3073.35
71|199.11|381.73|407.32|271.97|230.35|448.65|758.26|2697.40|2928.46
72|204.89|379.28|469.30|289.94|273.62|447.68|930.02|2994.71|3187.12
73|196.70|289.58|483.81|230.56|235.77|329.53|1016.14|2782.09|2611.81
74|232.56|228.10|467.32|273.12|224.72|283.18|1184.87|2893.88|2720.11
75|178.46|189.45|466.22|156.29|237.59|471.25|1170.54|2869.81|3392.25
