0|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
1|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
2|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
3|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
4|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
5|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
6|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
7|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
8|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
9|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
10|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
11|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
12|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
13|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
14|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
15|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
16|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
17|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
18|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
19|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
20|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
21|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
22|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
23|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
24|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
25|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
26|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
27|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
28|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
29|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
30|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
31|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
32|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
33|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
34|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
35|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
36|17.25|11.85|12.13|17.39|17.55|18.45|19.14|113.77|113.80
